Company,Rank,Supplier_Name,Industry,Market_Cap_M,Total_Relationship_Size_M,Cost_Category_Percent,Supplier_Source_Revenue_Percent,Size_Source,Data_Source
Amazon,74,Alphawave IP Group PLC,Semiconductors,1066.47,4.10,0.38% CF,2.60% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,75,Alphawave IP Group PLC,Semiconductors,1066.47,3.89,0.36% CF,2.50% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,76,Alphawave IP Group PLC,Semiconductors,1066.47,3.68,0.35% CF,2.40% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,77,Alphawave IP Group PLC,Semiconductors,1066.47,3.47,0.33% CF,2.30% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,78,Alphawave IP Group PLC,Semiconductors,1066.47,3.26,0.31% CF,2.20% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,79,Alphawave IP Group PLC,Semiconductors,1066.47,3.05,0.29% CF,2.10% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,80,Alphawave IP Group PLC,Semiconductors,1066.47,2.84,0.27% CF,2.00% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,81,Alphawave IP Group PLC,Semiconductors,1066.47,2.63,0.25% CF,3.50% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,82,Alphawave IP Group PLC,Semiconductors,1066.47,2.42,0.23% CF,3.40% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,83,Alphawave IP Group PLC,Semiconductors,1066.47,2.21,0.21% CF,3.30% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,84,Alphawave IP Group PLC,Semiconductors,1066.47,2.00,0.19% CF,3.20% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,85,Nokia OYJ,Telecommunications Equipment,25000.00,1.95,0.01% CF,3.10% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,86,Universal Display Corp,Semiconductors,5000.00,1.90,0.04% CF,3.00% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,87,Advanced Energy Industries In,Energy Equipment & Services,4000.00,1.85,0.05% CF,2.90% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,88,Axcelis Technologies Inc,Semiconductors,2500.00,1.80,0.07% CF,2.80% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,89,Cohu Inc,Semiconductors,1800.00,1.75,0.10% CF,2.70% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,90,PDF Solutions Inc,Semiconductors,800.00,1.70,0.21% CF,2.60% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,91,ACM Research Inc,Semiconductors,1200.00,1.65,0.14% CF,2.50% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,92,Ichor Holdings Ltd,Semiconductors,600.00,1.60,0.27% CF,2.40% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,93,Camtek Ltd,Semiconductors,2000.00,1.55,0.08% CF,2.30% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,94,Kulicke & Soffa Industries In,Semiconductors,1500.00,1.50,0.10% CF,2.20% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,95,Veeco Instruments Inc,Semiconductors,1300.00,1.45,0.11% CF,2.10% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,96,Photronics Inc,Semiconductors,900.00,1.40,0.16% CF,2.00% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,97,Onto Innovation Inc,Semiconductors,3500.00,1.35,0.04% CF,3.50% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,98,Nanometrics Inc,Semiconductors,2200.00,1.30,0.06% CF,3.40% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,99,Brooks Automation Inc,Semiconductors,5000.00,1.25,0.03% CF,3.30% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,100,Mattson Technology Inc,Semiconductors,1000.00,1.20,0.12% CF,3.20% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,2,NVIDIA Corp,Semiconductors,4457880.00,11832.44,0.27% CAPEX,7.52% Supplier's 2025Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,21,Nordic Semiconductor ASA,Semiconductors,2582.15,7.56,0.29% CF,2.04% Supplier's 2022A CF,BBG Estimate,AMZN Supply Chain Analysis
