name,lat,lng,Group,State,detail
65111,-33.8382,148.654,Weather_Station,NSW, COWRA AIRPORT AWS                       
74258,-35.5575,144.9458,Weather_Station,NSW, DENILIQUIN AIRPORT AWS                  
65070,-32.2206,148.5753,Weather_Station,NSW, DUBBO AIRPORT AWS                       
49136,-32.8261,145.88,Weather_Station,NSW, EUABALONG (MOUNT HOPE AWS)              
58212,-29.183,153.3964,Weather_Station,NSW, EVANS HEAD RAAF BOMBING RANGE AWS       
65103,-33.3627,147.9205,Weather_Station,NSW, FORBES AIRPORT AWS                      
46128,-31.0863,141.7008,Weather_Station,NSW, FOWLERS GAP AWS                         
56243,-29.678,151.694,Weather_Station,NSW, GLEN INNES AIRPORT AWS                  
61425,-33.4351,151.3614,Weather_Station,NSW, GOSFORD AWS                             
70330,-34.8085,149.7311,Weather_Station,NSW, GOULBURN AIRPORT AWS                    
58161,-29.7583,153.0297,Weather_Station,NSW, GRAFTON AIRPORT AWS                     
58077,-29.6224,152.9605,Weather_Station,NSW, GRAFTON RESEARCH STN                    
69137,-37.2622,150.0504,Weather_Station,NSW, GREEN CAPE AWS                          
75041,-34.2487,146.0695,Weather_Station,NSW, GRIFFITH AIRPORT AWS                    
55202,-30.9537,150.2494,Weather_Station,NSW, GUNNEDAH AIRPORT AWS                    
75019,-34.5412,144.8345,Weather_Station,NSW, HAY AIRPORT AWS                         
68263,-34.0811,150.9009,Weather_Station,NSW, HOLSWORTHY (DEFENCE)                    
66161,-33.9925,150.9489,Weather_Station,NSW, HOLSWORTHY AERODROME AWS                
67119,-33.851,150.8567,Weather_Station,NSW, HORSLEY PARK EQUESTRIAN CENTRE AWS      
56018,-29.7752,151.082,Weather_Station,NSW, INVERELL RESEARCH CENTRE                
49000,-32.8833,144.3092,Weather_Station,NSW, IVANHOE AERODROME AWS                   
68151,-35.0936,150.8049,Weather_Station,NSW, JERVIS BAY (POINT PERPENDICULAR AWS)    
74272,-35.1327,147.2513,Weather_Station,NSW, KAPOOKA (DEFENCE)                       
59007,-31.0711,152.7717,Weather_Station,NSW, KEMPSEY AIRPORT AWS                     
72162,-36.2304,148.1405,Weather_Station,NSW, KHANCOBAN AWS                           
68242,-34.6532,150.8609,Weather_Station,NSW, KIAMA (BOMBO HEADLAND)                  
58214,-28.8305,153.2601,Weather_Station,NSW, LISMORE AIRPORT AWS                     
61428,-32.7023,151.4881,Weather_Station,NSW, MAITLAND AIRPORT AWS                    
61375,-33.2894,151.2107,Weather_Station,NSW, MANGROVE MOUNTAIN AWS                   
63308,-33.4347,150.1349,Weather_Station,NSW, MARRANGAROO (DEFENCE)                   
69147,-36.9077,149.8989,Weather_Station,NSW, MERIMBULA AIRPORT AWS                   
61287,-32.1852,150.1737,Weather_Station,NSW, MERRIWA (ROSCOMMON)                     
69017,-36.2519,150.2275,Weather_Station,NSW, MONTAGUE ISLAND LIGHTHOUSE              
53115,-29.4898,149.8471,Weather_Station,NSW, MOREE AERO                              
69148,-35.9004,150.1437,Weather_Station,NSW, MORUYA AIRPORT AWS                      
68239,-34.5253,150.4217,Weather_Station,NSW, MOSS VALE AWS                           
63292,-33.6185,150.2741,Weather_Station,NSW, MOUNT BOYCE AWS                         
70349,-35.5293,148.7721,Weather_Station,NSW, MOUNT GININI AWS                        
62101,-32.5628,149.6149,Weather_Station,NSW, MUDGEE AIRPORT AWS                      
47113,-33.3392,143.4,Weather_Station,NSW, MULURULU AWS                            
61392,-31.7416,150.7937,Weather_Station,NSW, MURRURUNDI GAP AWS                      
54038,-30.3154,149.8302,Weather_Station,NSW, NARRABRI AIRPORT AWS                    
74148,-34.705,146.514,Weather_Station,NSW, NARRANDERA AIRPORT AWS                  
69128,-35.1103,150.0826,Weather_Station,NSW, NERRIGA AWS                             
61055,-32.9184,151.7985,Weather_Station,NSW, NEWCASTLE NOBBYS SIGNAL STATION AWS     
48250,-31.7267,144.9314,Weather_Station,NSW, NOONA AWS                               
61366,-33.2814,151.5766,Weather_Station,NSW, NORAH HEAD AWS                          
68072,-34.9469,150.5353,Weather_Station,NSW, NOWRA RAN AIR STATION AWS               
62100,-32.7244,150.229,Weather_Station,NSW, NULLO MOUNTAIN AWS                      
51164,-31.0822,146.9294,Weather_Station,NSW, NYNGAN (GIRILAMBONE (OKEH) AWS)         
63303,-33.3768,149.1263,Weather_Station,NSW, ORANGE AIRPORT AWS                      
65068,-33.1281,148.2428,Weather_Station,NSW, PARKES AIRPORT AWS                      
61250,-32.6296,151.5919,Weather_Station,NSW, PATERSON (TOCAL AWS)                    
67113,-33.7195,150.6783,Weather_Station,NSW, PENRITH LAKES AWS                       
71075,-36.4069,148.4055,Weather_Station,NSW, PERISHER VALLEY AWS                     
68253,-34.4734,150.9118,Weather_Station,NSW, PORT KEMBLA NTC AWS                     
60139,-31.4335,152.8655,Weather_Station,NSW, PORT MACQUARIE AIRPORT AWS              
67105,-33.6004,150.7761,Weather_Station,NSW, RICHMOND RAAF                           
61363,-32.0335,150.8264,Weather_Station,NSW, SCONE AIRPORT AWS                       
46142,-30.0692,141.0064,Weather_Station,NSW, SMITHVILLE AWS                          
66062,-33.8607,151.205,Weather_Station,NSW, SYDNEY (OBSERVATORY HILL)               
66037,-33.9465,151.1731,Weather_Station,NSW, SYDNEY AIRPORT AMO                      
66196,-33.8405,151.2643,Weather_Station,NSW, SYDNEY HARBOUR (WEDDING CAKE WEST)      
66212,-33.8338,151.0718,Weather_Station,NSW, SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE)
55325,-31.0742,150.8362,Weather_Station,NSW, TAMWORTH AIRPORT AWS                    
60141,-31.8895,152.512,Weather_Station,NSW, TAREE AIRPORT AWS                       
73151,-34.4277,147.5117,Weather_Station,NSW, TEMORA AIRPORT                          
66059,-33.6908,151.2253,Weather_Station,NSW, TERREY HILLS AWS                        
71032,-36.4917,148.2859,Weather_Station,NSW, THREDBO AWS                             
46126,-29.4448,142.0567,Weather_Station,NSW, TIBOOBURRA AIRPORT                      
51049,-31.9861,147.9489,Weather_Station,NSW, TRANGIE RESEARCH STATION AWS            
70339,-35.4184,149.0937,Weather_Station,NSW, TUGGERANONG (ISABELLA PLAINS) AWS       
69138,-35.3635,150.4828,Weather_Station,NSW, ULLADULLA AWS                           
72150,-35.1583,147.4575,Weather_Station,NSW, WAGGA WAGGA AMO                         
51162,-30.2411,147.5328,Weather_Station,NSW, WALGETT (BREWON AWS)                    
52088,-30.0372,148.1223,Weather_Station,NSW, WALGETT AIRPORT AWS                     
48247,-30.1007,145.3339,Weather_Station,NSW, WANAARING (DELTA AWS)                   
50017,-33.9382,147.1962,Weather_Station,NSW, WEST WYALONG AIRPORT AWS                
46129,-30.8522,143.0743,Weather_Station,NSW, WHITE CLIFFS AWS                        
46012,-31.5194,143.385,Weather_Station,NSW, WILCANNIA AERODROME AWS                 
61078,-32.7939,151.8364,Weather_Station,NSW, WILLIAMTOWN RAAF                        
58012,-29.4335,153.3632,Weather_Station,NSW, YAMBA PILOT STATION                     
74037,-34.6222,146.4326,Weather_Station,NSW, YANCO AGRICULTURAL INSTITUTE            
73138,-34.2493,148.2475,Weather_Station,NSW, YOUNG AIRPORT                           
9999,-34.9411,117.8158,Weather_Station,WA, ALBANY AIRPORT                          
2064,-16.638,128.4516,Weather_Station,WA, ARGYLE AERODROME                        
9037,-30.3381,115.5394,Weather_Station,WA, BADGINGARRA RESEARCH STN                
5094,-20.874,115.4066,Weather_Station,WA, BARROW ISLAND AIRPORT                   
4100,-19.5894,119.1,Weather_Station,WA, BEDOUT ISLAND                           
9240,-32.0072,116.1369,Weather_Station,WA, BICKLEY                                 
9617,-33.9486,116.1311,Weather_Station,WA, BRIDGETOWN                              
3003,-17.9475,122.2353,Weather_Station,WA, BROOME AIRPORT                          
3102,-18.0008,122.2183,Weather_Station,WA, BROOME NTC AWS                          
9965,-33.3567,115.6447,Weather_Station,WA, BUNBURY                                 
9603,-33.6858,115.4008,Weather_Station,WA, BUSSELTON AERO                          
9518,-34.3728,115.1358,Weather_Station,WA, CAPE LEEUWIN                            
9519,-33.5372,115.0189,Weather_Station,WA, CAPE NATURALISTE                        
6011,-24.8878,113.67,Weather_Station,WA, CARNARVON AIRPORT                       
9994,-33.3608,116.1717,Weather_Station,WA, COLLIE EAST                             
10286,-31.6219,117.2217,Weather_Station,WA, CUNDERDIN AIRFIELD                      
3080,-17.5769,123.8297,Weather_Station,WA, CURTIN AERO                             
8297,-30.2761,116.6714,Weather_Station,WA, DALWALLINU                              
3032,-17.3706,123.6611,Weather_Station,WA, DERBY AERO                              
9538,-32.7103,116.0594,Weather_Station,WA, DWELLINGUP                              
9789,-33.83,121.8925,Weather_Station,WA, ESPERANCE                               
9542,-33.6825,121.8275,Weather_Station,WA, ESPERANCE AERO                          
11003,-31.6797,128.8958,Weather_Station,WA, EUCLA                                   
3093,-18.1814,125.5619,Weather_Station,WA, FITZROY CROSSING AERO                   
11052,-30.8453,128.1092,Weather_Station,WA, FORREST                                 
9256,-32.2433,115.6839,Weather_Station,WA, GARDEN ISLAND HSF                       
8315,-28.8047,114.6989,Weather_Station,WA, GERALDTON AIRPORT                       
13017,-25.0341,128.301,Weather_Station,WA, GILES METEOROLOGICAL OFFICE             
9178,-31.4628,115.8642,Weather_Station,WA, GINGIN AERO                             
9204,-31.9414,116.0506,Weather_Station,WA, GOOSEBERRY HILL                         
2079,-18.2336,127.6667,Weather_Station,WA, HALLS CREEK AIRPORT                     
9265,-31.8256,115.7386,Weather_Station,WA, HILLARYS BOAT HARBOUR NTC AWS           
9961,-33.9306,120.1283,Weather_Station,WA, HOPETOUN NORTH                          
10905,-33.8878,119.1092,Weather_Station,WA, JACUP                                   
9172,-32.1011,115.8794,Weather_Station,WA, JANDAKOT AERO                           
12038,-30.7847,121.4533,Weather_Station,WA, KALGOORLIE-BOULDER AIRPORT              
1019,-14.2964,126.6453,Weather_Station,WA, KALUMBURU                               
4083,-20.7097,116.7742,Weather_Station,WA, KARRATHA AERO                           
10916,-33.6856,117.6064,Weather_Station,WA, KATANNING                               
2056,-15.7814,128.71,Weather_Station,WA, KUNUNURRA AERO                          
10911,-33.1006,118.4647,Weather_Station,WA, LAKE GRACE                              
12305,-28.6133,122.4236,Weather_Station,WA, LAVERTON AERO                           
5007,-22.2406,114.0967,Weather_Station,WA, LEARMONTH AIRPORT                       
4095,-20.3583,116.8431,Weather_Station,WA, LEGENDRE ISLAND                         
12314,-27.8386,120.7031,Weather_Station,WA, LEINSTER AERO                           
12241,-28.8789,121.3186,Weather_Station,WA, LEONORA AERO                            
4019,-19.7419,120.8433,Weather_Station,WA, MANDORA                                 
9977,-32.5219,115.7119,Weather_Station,WA, MANDURAH                                
9573,-34.2508,116.145,Weather_Station,WA, MANJIMUP                                
4106,-21.1756,119.7497,Weather_Station,WA, MARBLE BAR                              
5008,-21.1906,115.9797,Weather_Station,WA, MARDIE                                  
7045,-26.6136,118.5372,Weather_Station,WA, MEEKATHARRA AIRPORT                     
9281,-31.8108,116.0225,Weather_Station,WA, MILLENDON (SWAN VALLEY)                 
8296,-29.2039,116.0247,Weather_Station,WA, MORAWA AIRPORT                          
7600,-28.1156,117.8425,Weather_Station,WA, MOUNT MAGNET AERO                       
12044,-33.5547,120.6997,Weather_Station,WA, MUNGLINUP WEST                          
10692,-33.1131,118.84,Weather_Station,WA, NEWDEGATE RESEARCH STATION              
7176,-23.4167,119.7992,Weather_Station,WA, NEWMAN AERO                             
12009,-32.2147,121.7547,Weather_Station,WA, NORSEMAN AERO                           
8290,-28.3008,113.5936,Weather_Station,WA, NORTH ISLAND                            
9998,-34.9469,116.7222,Weather_Station,WA, NORTH WALPOLE                           
5017,-21.6689,115.1092,Weather_Station,WA, ONSLOW AIRPORT                          
7185,-23.1726,117.7493,Weather_Station,WA, PARABURDOO AERO                         
9053,-31.6669,116.0189,Weather_Station,WA, PEARCE RAAF                             
9021,-31.9275,115.9764,Weather_Station,WA, PERTH AIRPORT                           
9225,-31.9192,115.8728,Weather_Station,WA, PERTH METRO                             
4032,-20.3725,118.6317,Weather_Station,WA, PORT HEDLAND AIRPORT                    
11053,-32.2028,127.5297,Weather_Station,WA, RED ROCKS POINT                         
9964,-34.5714,117.0106,Weather_Station,WA, ROCKY GULLY                             
4090,-20.7594,117.1583,Weather_Station,WA, ROEBOURNE AERO                          
9193,-32.0069,115.5022,Weather_Station,WA, ROTTNEST ISLAND                         
9968,-34.5683,116.3367,Weather_Station,WA, SHANNON                                 
6105,-25.8925,113.5772,Weather_Station,WA, SHARK BAY AIRPORT                       
12320,-31.2353,119.3564,Weather_Station,WA, SOUTHERN CROSS AIRFIELD                 
9215,-31.9558,115.7619,Weather_Station,WA, SWANBOURNE                              
13030,-21.7125,122.2281,Weather_Station,WA, TELFER AERO                             
5084,-21.4606,115.0197,Weather_Station,WA, THEVENARD ISLAND                        
1007,-13.7542,126.1485,Weather_Station,WA, TROUGHTON ISLAND                        
1020,-14.09,126.3867,Weather_Station,WA, TRUSCOTT                                
10917,-32.6722,116.6706,Weather_Station,WA, WANDERING                               
13011,-26.1317,126.5839,Weather_Station,WA, WARBURTON AIRFIELD                      
3096,-17.8964,122.3122,Weather_Station,WA, WEST ROEBUCK                            
13044,-26.6274,120.2194,Weather_Station,WA, WILUNA AERO                             
9746,-34.0281,115.1042,Weather_Station,WA, WITCHCLIFFE                             
1006,-15.51,128.1503,Weather_Station,WA, WYNDHAM AERO                            
1,-37.23277778,143.0313889,Wind_Farm,,Capital Wind Farm
2,-36.57861111,149.1033333,Wind_Farm,,Boco Rock Wind Farm
3,-35.16666667,149.5166667,Wind_Farm,,Capital Wind Farm
4,-34.85,135.5833333,Wind_Farm,,Cathedral Rocks Wind Farm
5,-37.38,143.11,Wind_Farm,,#5
6,-31.59083333,118.4883333,Wind_Farm,,Collgar Wind Farm
7,-30.5,115.3333333,Wind_Farm,,Emu Downs Wind Farm
8,-34.56055556,149.4219444,Wind_Farm,,Gullen Range Wind Farm
9,-33.36777778,138.7286111,Wind_Farm,,Hallett Wind Farm
10,-33.05055556,138.5436111,Wind_Farm,,Hornsdale Wind Farm
11,-37.76,140.4,Wind_Farm,,Lake Bonney Wind Farm
12,-38.03972222,142.025,Wind_Farm,,Macarthur Wind Farm
13,-37.84111111,143.8711111,Wind_Farm,,Mount Mercer Wind Farm
14,-33.6325,136.685,Wind_Farm,,Mount Millar Wind Farm
15,-40.78,147.9844444,Wind_Farm,,Musselroe Wind Farm
16,-37.68777778,142.5527778,Wind_Farm,,Oaklands Hill Wind Farm
17,-38.35242778,141.5873333,Wind_Farm,,Portland Wind Farm
18,-34.42133333,149.864,Wind_Farm,,Taralga Wind Farm
19,-34.42111111,149.8638889,Wind_Farm,,Taralga Wind Farm
20,-28.89805556,114.8686111,Wind_Farm,,Walkaway Wind Farm
21,-34.00166667,138.9141667,Wind_Farm,,Waterloo Wind Farm
22,-35.1225,137.7152778,Wind_Farm,,Wattle Point Wind Farm
23,-37.32555556,143.6088889,Wind_Farm,,Waubra Wind Farm
24,-35.08388889,149.62,Wind_Farm,,Woodlawn Wind Farm
25,-40.685,144.7169444,Wind_Farm,,Woolnorth Wind Farm
26,-17.2,145.4,Wind_Farm,,#26
27,-38.23,143.765,Wind_Farm,,Mount Gellibrand Wind Energy Project
28,-29.7809871,151.5735424,Wind_Farm,,#28
29,-29.8125,151.547778,Wind_Farm,,#29
30,-32.55,137.63,Wind_Farm,,#30
31,-33.393,138.848,Wind_Farm,,#31
