"";"source";"target";"value"
"9710";"6278041662389317";"9344408945497";4
"9711";"6278041250952211";"9344411454337";4
"9712";"6278041211143223";"9344756729206";4
"9713";"6278041702259819";"9344526312447";4
"9714";"6278041725027813";"9344499039914";4
"9715";"6278041704108816";"9353151597082";4
"9716";"6278041159077219";"9344650686551";4
"9717";"6278042180915617";"9344492390975";4
"9718";"6278041828224416";"9344631694261";4
"9719";"6278041654436514";"9353108342796";4
"9720";"6278041840662817";"9344614798719";4
"9721";"6278041088085713";"9344526213409";4
"9722";"6278041151664618";"9344451230656";4
"9723";"6278041299426219";"9355036076842";4
"9724";"6278042098059714";"9344679938211";4
"9725";"6278041739775514";"9361058654241";4
"9726";"6278042140735717";"9344757279359";4
"9727";"6278041311698118";"9344506014651";4
"9728";"6278041129649717";"9344493370273";4
"9729";"6278042053599910";"9344794875989";4
"9730";"6278041758840314";"9344434092400";4
"9731";"6278041926726015";"9344426569279";4
"9732";"6278042151552316";"9353189209278";4
"9733";"6278041519554717";"9344504525432";4
"9734";"6278041509157216";"9355030242908";4
"9735";"6278042024240511";"9344458697148";4
"9736";"6278042033804117";"9344712636913";4
"9737";"6278041551194315";"9344665212011";4
"9738";"6278042012532317";"9361035597844";4
"9739";"6278041590750010";"9353070282137";4
"9740";"6278041625640228";"9344457444354";4
"9741";"6278041081857514";"9361056842374";4
"9742";"6278041814174310";"9344499532668";4
"9743";"6278042088589613";"9361034201711";4
"9744";"6278041532387012";"9344713243714";4
"9745";"6278042165217211";"9344641429556";4
"9746";"6278041032568418";"9344418121393";4
"9747";"6278041208982419";"9344616422001";4
"9748";"6278041322146719";"9344787841793";4
"9749";"6278041050368816";"9344455258199";4
"9750";"6278041925949014";"9344429248638";4
"9751";"6278041547361614";"9344485405235";4
"9752";"6278041985602610";"9344756663593";4
"9753";"6278041387820117";"9344696059401";4
"9754";"6278041130974815";"9344417251305";4
"9755";"6278042143628216";"9344663641950";4
"9756";"6278041270293513";"9344503877181";4
"9757";"6278041666750514";"9353191170559";4
"9758";"6278041217143912";"9344501827270";4
"9759";"6278041563240221";"9344517552418";4
"9760";"6278041804742415";"9344663982169";4
"9761";"6278041353392620";"9344497987248";4
"9762";"6278041776386316";"9344701623498";4
"9763";"6278041261581017";"9344403857245";4
"9764";"6278041969839113";"9344514814588";4
"9765";"6278041291514012";"9344751410918";4
"9766";"6278041592103911";"9344499660767";4
"9767";"6278041962583411";"9344414277964";4
"9768";"6278042079598813";"9344649098686";4
"9769";"6278041026094116";"9353106874695";4
"9770";"6278041697757215";"9344494927254";4
"9771";"6278041563736517";"9344486592019";4
"9772";"6278041687105615";"9355050475416";4
"9773";"6278041781611211";"9344664284972";4
"9774";"6278041236784712";"9344427302172";4
"9775";"6278041352286716";"9344666640882";4
"9776";"6278041337236620";"9344655825474";4
"9777";"6278041968131611";"9344758064800";4
"9778";"6278041839121411";"9344781403539";4
"9779";"6278041211487810";"9344421143801";4
"9780";"6278041344362211";"9344424423269";4
"9781";"6278041353467323";"9344423584077";4
"9782";"6278041701152510";"9344499233879";4
"9783";"6278041271802817";"9344685247932";4
"9784";"6278041375701113";"9344508425936";4
"9785";"6278042014683225";"9344709991391";4
"9786";"6278041595075611";"9344410263893";4
"9787";"6278042008199410";"9344468399230";4
"9788";"6278041209181516";"9344487175631";4
"9789";"6278041623799018";"9344492422393";4
"9790";"6278042141810717";"9355031896292";4
"9791";"6278041239558311";"9361058706070";4
"9792";"6278041616766917";"9344535244081";4
"9793";"6278041256284411";"9344435296883";4
"9794";"6278042144711011";"9344681379316";4
"9795";"6278041256914512";"9344664683195";4
"9796";"6278042033285317";"9353180289057";4
"9797";"6278041337581611";"9344478299162";4
"9798";"6278041336933813";"9344415605353";4
"9799";"6278041576898312";"9361059439977";4
"9800";"6278041630602510";"9344435435893";4
"9801";"6278042069485310";"9344679657044";4
"9802";"6278041730251119";"9344534500195";4
"9803";"6278041333177711";"9353212983687";4
"9804";"6278042034722417";"9355053632328";4
"9805";"6278041913595811";"9344756197913";4
"9806";"6278041949132613";"9344524703940";4
"9807";"6278041464618210";"9344404526539";4
"9808";"6278041368196412";"9344464472081";4
"9809";"6278041261299214";"9353179734063";4
"9810";"6278041163108919";"9344418043541";4
"9811";"6278041228428914";"9344730044714";4
"9812";"6278041515696017";"9344665352137";4
"9813";"6278041688217112";"9344495034999";4
"9814";"6278041918759115";"9344523034069";4
"9815";"6278042000067516";"9344503385310";4
"9816";"6278041533116915";"9344416905421";4
"9817";"6278042028437519";"9344788671078";4
"9818";"6278041613405410";"9344505582304";4
"9819";"6278041034847026";"9353149241126";4
"9820";"6278041749872418";"9344759130733";4
"9821";"6278041572367916";"9344456676954";4
"9822";"6278042003603010";"9353068151544";4
"9823";"6278041369878711";"9355042183220";4
"9824";"6278041248885416";"9344750667283";4
"9825";"6278041367454119";"9344466449609";4
"9826";"6278041662792312";"9344626409450";4
"9827";"6278042062088319";"9361059872231";4
"9828";"6278041040096816";"9344530726810";4
"9829";"6278041978337919";"9344612059492";4
"9830";"6278041148395714";"9344418012851";4
"9831";"6278041491046815";"9344670842432";4
"9832";"6278041732396912";"9344664858722";4
"9833";"6278042099572913";"9344515259524";4
"9834";"6278041582131914";"9344406339939";4
"9835";"6278041326071319";"9344536569565";4
"9836";"6278041212200816";"9344477710002";4
"9837";"6278042123348413";"9344530410658";4
"9838";"6278041730519713";"9344498162026";4
"9839";"6278042092716426";"9344667946228";4
"9840";"6278041392587925";"9344422907884";4
"9841";"6278041653822615";"9344632727647";4
"9842";"6278041037474612";"9344475678854";4
"9843";"6278041172369718";"9344725846927";4
"9844";"6278041237597311";"9344518342322";4
"9845";"6278041952036818";"9361044300749";4
"9846";"6278041468585811";"9353107367295";4
"9847";"6278041244226912";"9344654098879";4
"9848";"6278041767714013";"9344513099030";4
"9849";"6278042160241315";"9344483146970";4
"9850";"6278042091524813";"9355050860618";4
"9851";"6278041976329116";"9344470940611";4
"9852";"6278041813907314";"9344455386007";4
"9853";"6278041833252014";"9344522190858";4
"9854";"6278041049947613";"9344640187211";4
"9855";"6278041560655611";"9344456770171";4
"9856";"6278041550151019";"9355033887618";4
"9857";"6278041626376715";"9344608142580";4
"9858";"6278041949113217";"9344665411292";4
"9859";"6278041508116411";"9344622692580";4
"9860";"6278041973260314";"9344703606208";4
"9861";"6278041083512422";"9344485645716";4
"9862";"6278041570806311";"9361058528931";4
"9863";"6278041575415613";"9344409014444";4
"9864";"6278042049798113";"9344758153887";4
"9865";"6278042164597613";"9344469553877";4
"9866";"6278042115520011";"9353151040458";4
"9867";"6278041965349216";"9344639361516";4
"9868";"6278041470729910";"9344775329272";4
"9869";"6278041369558115";"9344452202508";4
"9870";"6278041996544116";"9344530760074";4
"9871";"6278041053638215";"9353107341509";4
"9872";"6278041608794711";"9344624286121";4
"9873";"6278041961322118";"9344480325606";4
"9874";"6278041121880229";"9344600478267";4
"9875";"6278041698544216";"9344789744160";4
"9876";"6278041016984219";"9344494890510";4
"9877";"6278042059080519";"9344490108565";4
"9878";"6278041267766125";"9344414012244";4
"9879";"6278041247473917";"9344418984585";4
"9880";"6278041090511813";"9344483007806";4
"9881";"6278041918285012";"9344453875596";4
"9882";"6278041699962029";"9344665843222";4
"9883";"6278041947764714";"9344480574110";4
"9884";"6278041606816615";"9344620796020";4
"9885";"6278041696505516";"9355050123997";4
"9886";"6278041130771112";"9344510838106";4
"9887";"6278041638468112";"9344631662055";4
"9888";"6278041007049212";"9344493616265";4
"9889";"6278041264201019";"9344419728089";4
"9890";"6278041263534824";"9353099258519";4
"9891";"6278041468069428";"9355030805998";4
"9892";"6278041229605221";"9344407981571";4
"9893";"6278041287158022";"9355038894147";4
"9894";"6278041235568710";"9344409675300";4
"9895";"6278041086340011";"9344694656176";4
"9896";"6278042035508211";"9355056506800";4
"9897";"6278041106958115";"9344485742897";4
"9898";"6278041358384713";"9344510575407";4
"9899";"6278041324276712";"9344669938207";4
"9900";"6278041510452218";"9344508320217";4
"9901";"6278041627006212";"9344725908373";4
"9902";"6278041287937318";"9344418533806";4
"9903";"6278041990439529";"9344602678535";4
"9904";"6278042046574913";"9344769835802";4
"9905";"6278042143826711";"9361059592610";4
"9906";"6278041945286116";"9344413753940";4
"9907";"6278041326998115";"9344402459532";4
"9908";"6278041481762017";"9344665870433";4
"9909";"6278041307657318";"9344406401612";4
"9910";"6278041384988925";"9355065228601";4
"9911";"6278042025808415";"9344637163938";4
"9912";"6278041237977810";"9344671100609";4
"9913";"6278041910087911";"9355039799052";4
"9914";"6278041335383119";"9355031693624";4
"9915";"6278041369052911";"9344626769806";4
"9916";"6278041387538818";"9344428218557";4
"9917";"6278041051831713";"9344647331327";4
"9918";"6278042161188515";"9344772307563";4
"9919";"6278041572606719";"9344478539107";4
"9920";"6278041701557619";"9344751878985";4
"9921";"6278041518105412";"9344611721260";4
"9922";"6278042112910512";"9353107424523";4
"9923";"6278041818919926";"9344416988073";4
"9924";"6278041048466326";"9344663809817";4
"9925";"6278042121493815";"9344759495368";4
"9926";"6278041761620513";"9344776337856";4
"9927";"6278041683531814";"9344625663532";4
"9928";"6278041237704420";"9344490730650";4
"9929";"6278042015385218";"9344655280433";4
"9930";"6278041467905812";"9344659960676";4
"9931";"6278041056558014";"9344461467479";4
"9932";"6278041904736515";"9344455182449";4
"9933";"6278041330547916";"9344507382117";4
"9934";"6278041953786718";"9344486377234";4
"9935";"6278041949882811";"9353103535162";4
"9936";"6278041628657914";"9344461596230";4
"9937";"6278042106482411";"9353211019035";4
"9938";"6278041023411610";"9344758961307";4
"9939";"6278041671486013";"9344466166278";4
"9940";"6278041810378014";"9344535489291";4
"9941";"6278041725804211";"9344416731426";4
"9942";"6278042106512019";"9344451853169";4
"9943";"6278041951870415";"9344489742664";4
"9944";"6278041174179719";"9344418014985";4
"9945";"6278041233638515";"9344420911470";4
"9946";"6278041353969922";"9344602538655";4
"9947";"6278041646615613";"9344507860103";4
"9948";"6278041484784117";"9344754802000";4
"9949";"6278041090793312";"9344497899923";4
"9950";"6278041464038625";"9344513821204";4
"9951";"6278041235645526";"9344519770827";4
"9952";"6278041726018118";"9344772830207";4
"9953";"6278041240879714";"9344420147268";4
"9954";"6278041298074028";"9344716698740";4
"9955";"6278041142098611";"9344410292374";4
"9956";"6278041027633227";"9344425799264";4
"9957";"6278041586393619";"9344514026110";4
"9958";"6278041633777715";"9353173228551";4
"9959";"6278041811470612";"9344774684624";4
"9960";"6278041673317711";"9344468459675";4
"9961";"6278042038103226";"9344755801439";4
"9962";"6278041594102515";"9344416164132";4
"9963";"6278042144270117";"9344416617683";4
"9964";"6278041992532016";"9344756851303";4
"9965";"6278041048515718";"9344716438735";4
"9966";"6278041803015813";"9344663598155";4
"9967";"6278041993929518";"9344418373877";4
"9968";"6278041668078112";"9344750703905";4
"9969";"6278041465061816";"9344453359379";4
"9970";"6278041011276017";"9344455924841";4
"9971";"6278042169696410";"9344676136382";4
"9972";"6278041822153215";"9344629916733";4
"9973";"6278041277303919";"9344646374011";4
"9974";"6278041478989516";"9344515752810";4
"9975";"6278041383493612";"9344535531617";4
"9976";"6278041722749617";"9344684001610";4
"9977";"6278042173847710";"9361058812917";4
"9978";"6278041240300216";"9344510833712";4
"9979";"6278041160415416";"9344510060095";4
"9980";"6278041381205513";"9344703260844";4
"9981";"6278041623217011";"9344405855423";4
"9982";"6278041019276415";"9344456440814";4
"9983";"6278041033563715";"9355030273834";4
"9984";"6278041384505026";"9344405681381";4
"9985";"6278042041066816";"9344459612249";4
"9986";"6278041081684611";"9344417459893";4
"9987";"6278041239188119";"9344424795809";4
"9988";"6278041773347816";"9344629148196";4
"9989";"6278042092636210";"9344757007969";4
"9990";"6278041081502011";"9344450818565";4
"9991";"6278041832831917";"9344429547113";4
"9992";"6278041325048714";"9353107168632";4
"9993";"6278041586760213";"9344666429234";4
"9994";"6278042019501216";"9344780726097";4
"9995";"6278041329871624";"9344605851249";4
"9996";"6278041693117919";"9344485395420";4
"9997";"6278041800340313";"9344670473377";4
"9998";"6278041783519719";"9353063364949";4
"9999";"6278041908566116";"9361041406550";4
"10000";"6278041698536212";"9353101457756";4
"10001";"6278042013686120";"9344517711266";4
"10002";"6278041214972511";"9344453470562";4
"10003";"6278041833308519";"9344467616864";4
"10004";"6278041613974118";"9344717304725";4
"10005";"6278041026867719";"9344510860084";4
"10006";"6278041328634411";"9344712089900";4
"10007";"6278041001854013";"9344654799462";4
"10008";"6278041786249413";"9344475649120";4
"10009";"6278042117486914";"9344612873159";4
"10010";"6278041279390112";"9344486915054";4
"10011";"6278041298668811";"9355039046347";4
"10012";"6278041030134510";"9344458601473";4
"10013";"6278041386595413";"9344501732116";4
"10014";"6278041572367817";"9344501925778";4
"10015";"6278041819020419";"9344478934506";4
"10016";"6278041738030218";"9344625711851";4
"10017";"6278041031945716";"9344514333577";4
"10018";"6278041333019517";"9344667611966";4
"10019";"6278041151823925";"9344638081309";4
"10020";"6278041323978219";"9344491165987";4
"10021";"6278042060773615";"9344778533829";4
"10022";"6278041228655417";"9344402436762";4
"10023";"6278041474632516";"9344681195534";4
"10024";"6278041840159616";"9344708929692";4
"10025";"6278041322361425";"9355042564272";4
"10026";"6278041369575218";"9344467675045";4
"10027";"6278041392791618";"9344504237434";4
"10028";"6278042007896610";"9344427147964";4
"10029";"6278041647496518";"9344665294697";4
"10030";"6278041018911822";"9344613099060";4
"10031";"6278041266816814";"9344694709698";4
"10032";"6278041469240218";"9344463881921";4
"10033";"6278041377704917";"9344614742569";4
"10034";"6278041664932221";"9344666467779";4
"10035";"6278041667788612";"9344670572926";4
"10036";"6278041663846729";"9344485206023";4
"10037";"6278041482213416";"9344793048735";4
"10038";"6278041622537419";"9355036475621";4
"10039";"6278041962839615";"9344428989136";4
"10040";"6278041307945119";"9344411189390";4
"10041";"6278041521732616";"9344414823321";4
"10042";"6278041022284117";"9344611753919";4
"10043";"6278041049603919";"9344412887134";4
"10044";"6278042061245613";"9353055891101";4
"10045";"6278041481292718";"9344683102462";4
"10046";"6278041751874815";"9344414842117";4
"10047";"6278042049527413";"9344469662319";4
"10048";"6278041802844619";"9344665028179";4
"10049";"6278041363843919";"9344428587660";4
"10050";"6278042047057512";"9344728329205";4
"10051";"6278041808362616";"9355032835818";4
"10052";"6278041257023420";"9344507558482";4
"10053";"6278042092501810";"9344502225136";4
"10054";"6278041104756628";"9344703589631";4
"10055";"6278041688236914";"9344663560466";4
"10056";"6278041821564412";"9344455127853";4
"10057";"6278041538421211";"9344616954687";4
"10058";"6278041228734212";"9344663639063";4
"10059";"6278041615167810";"9344751845475";4
"10060";"6278041621517511";"9344700647488";4
"10061";"6278041578952315";"9344453097417";4
"10062";"6278041821052418";"9344781058913";4
"10063";"6278041501057612";"9344608334657";4
"10064";"6278041778047510";"9344514236311";4
"10065";"6278041563926316";"9344694984330";4
"10066";"6278041619248517";"9344516490858";4
"10067";"6278041722363617";"9355040690058";4
"10068";"6278041493303016";"9355035711034";4
"10069";"6278041555148515";"9344518983297";4
"10070";"6278041532316029";"9344493378354";4
"10071";"6278041314620614";"9344759887606";4
"10072";"6278041387479229";"9344493219633";4
"10073";"6278041540981210";"9361041904117";4
"10074";"6278042133921217";"9353102801541";4
"10075";"6278042041163019";"9344773222407";4
"10076";"6278042064538014";"9344666755807";4
"10077";"6278041838140214";"9344666705826";4
"10078";"6278041151100126";"9344514449582";4
"10079";"6278041018986311";"9344699874483";4
"10080";"6278041811824610";"9344417844712";4
"10081";"6278041245609025";"9355030513244";4
"10082";"6278041326825128";"9344422043780";4
"10083";"6278041479767515";"9344525894852";4
"10084";"6278041964461319";"9355035626062";4
"10085";"6278041235060726";"9344406613992";4
"10086";"6278041513324810";"9344414214631";4
"10087";"6278041293626012";"9344756039985";4
"10088";"6278041277565319";"9353171238255";4
"10089";"6278042055690717";"9355030589652";4
"10090";"6278041528780816";"9344661340619";4
"10091";"6278041673747115";"9344648888356";4
"10092";"6278041645080017";"9361059688269";4
"10093";"6278042115241410";"9344534804729";4
"10094";"6278041519987610";"9344496590821";4
"10095";"6278041324212527";"9344464261760";4
"10096";"6278041718832328";"9353103800604";4
"10097";"6278041676122514";"9353186673362";4
"10098";"6278041267956023";"9344677831774";4
"10099";"6278041731218026";"9355062573810";4
"10100";"6278041948201914";"9344609059757";4
"10101";"6278041976150918";"9344664235318";4
"10102";"6278041734455914";"9344641733073";4
"10103";"6278041162118315";"9344533392753";4
"10104";"6278041469808014";"9361058583022";4
"10105";"6278041483133316";"9344759247837";4
"10106";"6278041507695928";"9344785850773";4
"10107";"6278042147561611";"9355064685191";4
"10108";"6278041258366315";"9344459437644";4
"10109";"6278041833184811";"9344753437647";4
"10110";"6278041387157817";"9344521557126";4
"10111";"6278041505450813";"9344696319833";4
"10112";"6278042169030511";"9353100994054";4
"10113";"6278041302675521";"9344757341353";4
"10114";"6278041996565715";"9344752849571";4
"10115";"6278041293767618";"9344641154519";4
"10116";"6278041695047916";"9344535525135";4
"10117";"6278041236889818";"9344414173273";4
"10118";"6278041929295117";"9344774594800";4
"10119";"6278041210667511";"9344495839495";4
"10120";"6278041704414818";"9344534956374";4
"10121";"6278041092557210";"9344452923984";4
"10122";"6278041082944410";"9355033510035";4
"10123";"6278041476687013";"9344771151099";4
"10124";"6278041245733510";"9344622320124";4
"10125";"6278041532311012";"9344408359973";4
"10126";"6278041176473615";"9344478714658";4
"10127";"6278041112035619";"9344644344887";4
"10128";"6278041157763315";"9344491253165";4
"10129";"6278042087088419";"9344665973523";4
"10130";"6278041377723511";"9344500949812";4
"10131";"6278042019507924";"9344420664963";4
"10132";"6278041755115413";"9344406133599";4
"10133";"6278041147677419";"9344465005875";4
"10134";"6278041049286913";"9344414047239";4
"10135";"6278041801432622";"9344471693400";4
"10136";"6278041959180015";"9353056567951";4
"10137";"6278041923203711";"9361039371280";4
"10138";"6278041305486611";"9353213493055";4
"10139";"6278041297538510";"9344495593038";4
"10140";"6278041282410014";"9344427454420";4
"10141";"6278041832618918";"9344407984671";4
"10142";"6278041296355510";"9344613829780";4
"10143";"6278041458201213";"9344475268086";4
"10144";"6278041352189514";"9344413235996";4
"10145";"6278041691553719";"9344416986673";4
"10146";"6278042150106718";"9361059416138";4
"10147";"6278041322132016";"9344461161780";4
"10148";"6278042042220719";"9344721334824";4
"10149";"6278041249758315";"9344665971352";4
"10150";"6278041331467411";"9353102258512";4
"10151";"6278041034514311";"9344663395952";4
"10152";"6278041253365718";"9344486076274";4
"10153";"6278041955578212";"9344673032199";4
"10154";"6278042066768619";"9344701805481";4
"10155";"6278041975716016";"9344516632814";4
"10156";"6278041531997910";"9344521087395";4
"10157";"6278041550793612";"9344611183839";4
"10158";"6278041160798928";"9344649449198";4
"10159";"6278041924899715";"9344516416070";4
"10160";"6278041388056323";"9344426879941";4
"10161";"6278041456053814";"9344680224464";4
"10162";"6278041683817114";"9344499226109";4
"10163";"6278041053455313";"9344409193422";4
"10164";"6278041232394219";"9344420695660";4
"10165";"6278041487125011";"9344458531633";4
"10166";"6278042043114119";"9353185357522";4
"10167";"6278041031945724";"9344514333577";4
"10168";"6278041509878514";"9353107402613";4
"10169";"6278041778012514";"9361036269016";4
"10170";"6278041627992916";"9344471137171";4
"10171";"6278041384847618";"9344407496112";4
"10172";"6278041590474918";"9344496527629";4
"10173";"6278042105370310";"9344777383449";4
"10174";"6278041696162813";"9344613206772";4
"10175";"6278041726089721";"9344707004741";4
"10176";"6278041479506418";"9344629314430";4
"10177";"6278041164557619";"9353186702451";4
"10178";"6278041018404919";"9344425400092";4
"10179";"6278041270733112";"9344488716574";4
"10180";"6278042171661618";"9361044205686";4
"10181";"6278041832544718";"9344415166106";4
"10182";"6278041045897317";"9344434855753";4
"10183";"6278041328571217";"9355032762176";4
"10184";"6278041262386416";"9344608148186";4
"10185";"6278041228548414";"9344427976540";4
"10186";"6278041231401114";"9344786491159";4
"10187";"6278041164781318";"9344505646709";4
"10188";"6278042021508415";"9344744208768";4
"10189";"6278041639127618";"9344456545540";4
"10190";"6278041024371714";"9344627043882";4
"10191";"6278041035011010";"9344408251536";4
"10192";"6278041463491619";"9344636052752";4
"10193";"6278041998057612";"9344626213514";4
"10194";"6278041473454318";"9344678308459";4
"10195";"6278041966708915";"9344402407212";4
"10196";"6278041682973512";"9344489247398";4
"10197";"6278042054469527";"9353152128193";4
"10198";"6278041172949014";"9344460114855";4
"10199";"6278041536180819";"9344506588398";4
"10200";"6278041500181611";"9344630783218";4
"10201";"6278041961714629";"9344462024961";4
"10202";"6278041238619510";"9344468413127";4
"10203";"6278041000646212";"9344473910826";4
"10204";"6278041557800519";"9344473589152";4
"10205";"6278041477278614";"9353131493656";4
"10206";"6278042013210913";"9344465231502";4
"10207";"6278041658275215";"9344460977412";4
"10208";"6278041085406219";"9344497500522";4
"10209";"6278041132548518";"9344711609154";4
"10210";"6278041752193116";"9353170410799";4
"10211";"6278041840080010";"9344753241909";4
"10212";"6278041493141812";"9344534578163";4
"10213";"6278041269020620";"9344718288390";4
"10214";"6278042001566318";"9344772828655";4
"10215";"6278041833700129";"9344457030106";4
"10216";"6278041266803127";"9344643864157";4
"10217";"6278041147118018";"9344495806961";4
"10218";"6278042122187317";"9353107364997";4
"10219";"6278041149589216";"9344757891667";4
"10220";"6278041772542219";"9353171546916";4
"10221";"6278041266718010";"9344602180533";4
"10222";"6278041782419812";"9344511219850";4
"10223";"6278041903877211";"9344665878354";4
"10224";"6278041090060126";"9344468348092";4
"10225";"6278041822521916";"9355036233795";4
"10226";"6278041760603510";"9344457169509";4
"10227";"6278041245571217";"9344416157868";4
"10228";"6278041028074728";"9344602968469";4
"10229";"6278042133603419";"9353166818943";4
"10230";"6278041628597417";"9344535581681";4
"10231";"6278041685684512";"9361032817907";4
"10232";"6278042116527114";"9344669162879";4
"10233";"6278041495575017";"9344660805331";4
"10234";"6278041500520917";"9355031979827";4
"10235";"6278041815174517";"9353180902741";4
"10236";"6278041509493926";"9344435283234";4
"10237";"6278041331448510";"9344694251319";4
"10238";"6278042121382414";"9355043291450";4
"10239";"6278041163398114";"9344431879196";4
"10240";"6278041293527319";"9344472578829";4
"10241";"6278041151611114";"9344659798910";4
"10242";"6278041253688614";"9344756371139";4
"10243";"6278041329220814";"9361059561265";4
"10244";"6278041674606013";"9344645546631";4
"10245";"6278042021046218";"9344613884710";4
"10246";"6278041488015625";"9353054098433";4
"10247";"6278041677030617";"9361056602442";4
"10248";"6278041972118216";"9344712433185";4
"10249";"6278042146496819";"9344759457687";4
"10250";"6278041108116019";"9344476774777";4
"10251";"6278041767392810";"9344474959534";4
"10252";"6278041275603815";"9344779393187";4
"10253";"6278041168304414";"9355032886971";4
"10254";"6278041143638712";"9344610634370";4
"10255";"6278041743168417";"9344798647254";4
"10256";"6278041056336619";"9355038037582";4
"10257";"6278041285317216";"9344639219398";4
"10258";"6278041234070429";"9344503054094";4
"10259";"6278041995559412";"9344533016857";4
"10260";"6278041591877929";"9353145674478";4
"10261";"6278041908595313";"9344534775661";4
"10262";"6278041569927011";"9355065393699";4
"10263";"6278041238183913";"9344490445677";4
"10264";"6278041823517327";"9344518984782";4
"10265";"6278041490819311";"9344506458011";4
"10266";"6278041907941815";"9344647174412";4
"10267";"6278041302986415";"9344622088628";4
"10268";"6278041487712016";"9353109126111";4
"10269";"6278041961323512";"9355033490672";4
"10270";"6278041039746223";"9344530230584";4
"10271";"6278041468226812";"9355061853180";4
"10272";"6278041988379711";"9344652634864";4
"10273";"6278041008957017";"9344510063270";4
"10274";"6278041591478629";"9344674824618";4
"10275";"6278041217194410";"9361042799187";4
"10276";"6278041163815513";"9344625622751";4
"10277";"6278041004903627";"9344454521935";4
"10278";"6278041634147017";"9344425599536";4
"10279";"6278041543707810";"9344462326782";4
"10280";"6278041815302019";"9344451291695";4
"10281";"6278041057979417";"9344452348657";4
"10282";"6278041770507313";"9344611415220";4
"10283";"6278042141413017";"9355039546267";4
"10284";"6278041258526413";"9344478998560";4
"10285";"6278041052609613";"9344526271645";4
"10286";"6278041321421212";"9344520597505";4
"10287";"6278041657256315";"9353170107811";4
"10288";"6278041139203521";"9344602005683";4
"10289";"6278041778802112";"9344661911543";4
"10290";"6278042066943519";"9344649857597";4
"10291";"6278041730939911";"9344704014873";4
"10292";"6278041033229317";"9344731983838";4
"10293";"6278041581954910";"9344492826498";4
"10294";"6278041606867816";"9344426628181";4
"10295";"6278041647746219";"9344776274984";4
"10296";"6278041589944111";"9344499795766";4
"10297";"6278041825561414";"9344640598246";4
"10298";"6278041619517911";"9344675046415";4
"10299";"6278041300675713";"9355040137393";4
"10300";"6278041478182617";"9344777657366";4
"10301";"6278041029203318";"9344505686217";4
"10302";"6278041917550614";"9344704871094";4
"10303";"6278041280569613";"9344474983119";4
"10304";"6278041924446210";"9344758902331";4
"10305";"6278041992594628";"9344636630219";4
"10306";"6278041027404421";"9344462562692";4
"10307";"6278041337349423";"9353103218027";4
"10308";"6278042062078518";"9344724516982";4
"10309";"6278041037379423";"9344411822006";4
"10310";"6278042079191718";"9344777940000";4
"10311";"6278041557352917";"9344665935521";4
"10312";"6278041515941629";"9344642943785";4
"10313";"6278041267460612";"9344660125873";4
"10314";"6278042182100010";"9344667046935";4
"10315";"6278041831598921";"9353177050509";4
"10316";"6278041231368214";"9344459768076";4
"10317";"6278041808716910";"9355042976808";4
"10318";"6278041168819023";"9344478951107";4
"10319";"6278041802218715";"9344407092055";4
"10320";"6278041510861210";"9355037012054";4
"10321";"6278042162899417";"9344663341782";4
"10322";"6278041219356017";"9344488723190";4
"10323";"6278041575107525";"9344776143181";4
"10324";"6278041049616010";"9344417176547";4
"10325";"6278041087530024";"9344427425222";4
"10326";"6278041310756214";"9344536266211";4
"10327";"6278041495892529";"9344623765818";4
"10328";"6278041316002928";"9344655684613";4
"10329";"6278041507977318";"9344658765012";4
"10330";"6278041679148615";"9344679652773";4
"10331";"6278042039382126";"9344417214836";4
"10332";"6278041764605818";"9344470229907";4
"10333";"6278041011417025";"9344414338696";4
"10334";"6278041266931415";"9353060824750";4
"10335";"6278041331122123";"9344708486126";4
"10336";"6278041288962216";"9344431913081";4
"10337";"6278041776865517";"9353107480550";4
"10338";"6278041385057316";"9344517438385";4
"10339";"6278041615584816";"9344532463973";4
"10340";"6278041559159617";"9344663484700";4
"10341";"6278041807273517";"9344761449243";4
"10342";"6278041775236413";"9344494407626";4
"10343";"6278041292220825";"9344533707007";4
"10344";"6278041964065813";"9355036781395";4
"10345";"6278041259984728";"9344434729696";4
"10346";"6278041782497727";"9344759457304";4
"10347";"6278041811916911";"9344428743851";4
"10348";"6278042181262811";"9344783813268";4
"10349";"6278041036476410";"9344606181048";4
"10350";"6278041564286611";"9344428162850";4
"10351";"6278041576226811";"9344412961490";4
"10352";"6278041400321515";"9344507357214";4
"10353";"6278041055886416";"9344644643614";4
"10354";"6278041983458312";"9344532995238";4
"10355";"6278041720343314";"9344632104042";4
"10356";"6278041400021826";"9355042879772";4
"10357";"6278041822222515";"9344635471257";4
"10358";"6278041805020019";"9344643345281";4
"10359";"6278041257997516";"9344483947553";4
"10360";"6278041148047919";"9344620696436";4
"10361";"6278041790295618";"9344678025608";4
"10362";"6278041003621915";"9344498883303";4
"10363";"6278041672020415";"9344452610068";4
"10364";"6278041080307719";"9344679622912";4
"10365";"6278041392459810";"9344727694854";4
"10366";"6278041983120615";"9344426052016";4
"10367";"6278042147329118";"9344678832046";4
"10368";"6278041236924011";"9344471099592";4
"10369";"6278042105479319";"9353171005086";4
"10370";"6278041600632018";"9344498933787";4
"10371";"6278041228869612";"9344496661798";4
"10372";"6278041094395411";"9344602687773";4
"10373";"6278041296991413";"9344774077860";4
"10374";"6278041923150615";"9344623228078";4
"10375";"6278041958708519";"9344707440303";4
